,IS,DEM,WD,WR,EWA,WC,EWS,NI,IS_t-1,NI_t-1,DEM_t-1,WC_t-1,WR_t-1
9,10.470960569064985,0.5235480284532493,104.70960569064985,9926.895266077805,1,104.70960569064985,0.9756618367470108,1.225933994558336,10.427244723283277,1.2208157686714964,0.5213622361641639,104.27244723283277,9933.412294029857
10,10.514859691946553,0.5257429845973277,105.14859691946553,9920.350916,1,105.14859691946553,0.9756618367470108,1.2310736784218017,10.470960569064985,1.225933994558336,0.5235480284532493,104.70960569064985,9926.895266077805
0,23.726931486328127,1.1863465743164063,237.26931486328127,7179.383797265625,0.9999999821206697,237.26931062106482,0.9756618337818672,2.7779353780761147,23.545,3.413,0.5020962187500001,100.4192438,7185.66
1,23.826405786563107,1.1913202893281554,238.26405786563106,7164.554465351808,0.99999998,238.26405300598591,0.9756618333644898,2.7895817702645336,23.726931486328127,2.7779353780761147,1.1863465743164063,237.26931062106482,7179.383797265625
2,23.926297129121632,1.1963148564560817,239.26297129121633,7149.662962038934,0.9999999767457671,239.2629657273395,0.9756618328904827,2.8012769893537324,23.826405786563107,2.7895817702645336,1.1913202893281554,238.26405300598591,7164.554465351808
3,24.026607262427735,1.2013303631213867,240.26607262427734,7134.7090266809755,0.9999999735015654,240.26606625760255,0.9756618323524577,2.8130212400247734,23.926297129121632,2.8012769893537324,1.1963148564560817,239.2629657273395,7149.662962038934
4,24.127337942234195,1.2063668971117099,241.27337942234195,7119.692397539875,0.9999999698212241,241.2733721410067,0.9756618317421025,2.8248147278137137,24.026607262427735,2.8130212400247734,1.2013303631213867,240.26606625760255,7134.7090266809755
5,24.22849093165307,1.2114245465826536,242.2849093165307,7104.612811781062,0.9999999656483806,242.2849009936517,0.9756618310500699,2.8366576591147976,24.127337942234195,2.8248147278137137,1.2063668971117099,241.2733721410067,7119.692397539875
6,24.33006800118633,1.2165034000593167,243.3006800118633,7089.470005468959,0.999999961,243.30067050359756,0.9756618302658543,2.848550241183618,24.22849093165307,2.8366576591147976,1.2114245465826536,242.2849009936517,7104.612811781062
7,24.43207093,1.221603546,244.3207093,7074.263713562485,0.999999956,244.32069843093194,0.9756618293776566,2.8604926821402388,24.33006800118633,2.848550241183618,1.2165034000593167,243.30067050359756,7089.470005468959
8,24.5345015,1.226725075,245.345015,7058.993669910551,0.9999999495014414,245.3450026078104,0.9756618283722289,2.8724851909722684,24.43207093,2.8604926821402388,1.221603546,244.32069843093194,7074.263713562485
9,24.637361506987084,1.2318680753493543,246.37361506987082,7043.659607247563,0.9999999426423765,246.37360093846576,0.9756618272347075,2.884527977537888,24.5345015,2.8724851909722684,1.226725075,245.3450026078104,7058.993669910551
10,24.740652750873867,1.2370326375436935,247.40652750873866,7028.261257188909,0.9999999348862973,247.4065113991836,0.9756618259484234,2.8966212525688175,24.637361506987084,2.884527977537888,1.2318680753493543,246.37360093846576,7043.659607247563
0,36.41710040417953,1.8208550202089766,364.1710040417953,9987.473797265626,0.9999998706752037,364.17095694545435,0.9756618152995221,4.263692914594411,36.375,1.1757026856224495,0.5020962187500001,100.4192438,9993.75
1,36.56977777257862,1.828488888628931,365.6977777257862,9964.713112456535,0.9999998536849842,365.69772421871005,0.975661812,4.281568279638206,36.41710040417953,4.263692914594411,1.8208550202089766,364.17095694545435,9987.473797265626
2,36.72309523,1.836154761725835,367.2309523,9941.857004692865,0.9999998345479376,367.2308915860486,0.9756618093080992,4.299518584788263,36.56977777257862,4.281568279638206,1.828488888628931,365.69772421871005,9964.713112456535
3,36.87705547,1.8438527736729051,368.77055473458097,9918.905073968737,0.9999998130038795,368.7704857759179,0.9756618057351858,4.3175441440116895,36.72309523,4.299518584788263,1.836154761725835,367.2308915860486,9941.857004692865
4,37.03166118410427,1.8515830592052138,370.31661184104274,9895.856918607742,0.9999997887624781,370.31653361627934,0.9756618017149388,4.335645272565641,36.87705547,4.3175441440116895,1.8438527736729051,368.7704857759179,9918.905073968737
5,37.18691507,1.859345753621965,371.86915072439297,9872.712135256725,0.9999997614999285,371.8690620335739,0.975661797,4.353822286999682,37.03166118410427,4.335645272565641,1.8515830592052138,370.31653361627934,9895.856918607742
6,37.34281986,1.8671409927887703,373.42819855775406,9849.470318879627,0.9999997308552784,373.4280980515255,0.9756617921114791,4.372075505157834,37.18691507,4.353822286999682,1.859345753621965,371.8690620335739,9872.712135256725
7,37.49937826279847,1.8749689131399236,374.99378262798473,9826.131062751407,0.999999696,374.99366878976093,0.9756617864017102,4.390405246,37.34281986,4.372075505157834,1.8671409927887703,373.4280980515255,9849.470318879627
8,37.65659303361349,1.8828296516806746,376.5659303361349,9802.693958452046,0.9999996577653657,376.56580146223143,0.9756617799900791,4.408811830504481,37.49937826279847,4.390405246,1.8749689131399236,374.99366878976093,9826.131062751407
9,37.81446691978998,1.890723345989499,378.1446691978998,9779.158595860656,0.999999614,378.1445233754118,0.9756617727939204,4.427295579866322,37.65659303361349,4.408811830504481,1.8828296516806746,376.56580146223143,9802.693958452046
10,37.97300268440728,1.8986501342203639,379.73002684407277,9755.524563149693,0.9999995656971886,379.72986192625456,0.9756617647212714,4.445856817300125,37.81446691978998,4.427295579866322,1.890723345989499,378.1445233754118,9779.158595860656
0,27.230118986328126,1.3615059493164063,272.30118986328125,1984.99775,0.8579288294125421,233.61504106704726,0.9369580578665774,3.0616175281086977,27.138,1.976,0.5020962187500001,80.26,1990.014
1,27.336375960002645,1.3668187980001323,273.36375960002647,1970.3968099333094,0.8508267623335912,232.5852025198287,0.9339639524331196,3.063742768416214,27.230118986328126,3.0616175281086977,1.3615059493164063,233.61504106704726,1984.99775
2,27.44243370815365,1.3721216854076825,274.4243370815365,1955.8602347758201,0.8435192243298395,231.48220395224808,0.9307457005073723,3.0650312622387115,27.336375960002645,3.063742768416214,1.3668187980001323,232.5852025198287,1970.3968099333094
3,27.54824055670559,1.3774120278352795,275.4824055670559,1941.3925970288046,0.8360124602235008,230.30672362640263,0.9272890439819562,3.0654217979054974,27.44243370815365,3.0650312622387115,1.3721216854076825,231.48220395224808,1955.8602347758201
4,27.653741167334978,1.382687058366749,276.53741167334977,1926.9984268021544,0.8283137052804304,229.0597281118121,0.9235794196563579,3.064851146238525,27.54824055670559,3.0654217979054974,1.3774120278352795,230.30672362640263,1941.3925970288046
5,27.758876422826965,1.3879438211413484,277.58876422826967,1912.682193795166,0.8204311687990671,227.74247428128794,0.9196020785150469,3.063254454680881,27.653741167334978,3.064851146238525,1.382687058366749,229.0597281118121,1926.9984268021544
6,27.863583337423186,1.3931791668711595,278.6358333742319,1898.4482891525856,0.8123740064458407,226.35650829760044,0.9153422285743608,3.0605657361773235,27.758876422826965,3.063254454680881,1.3879438211413484,227.74247428128794,1912.682193795166
7,27.967794998004823,1.3983897499002413,279.67794998004825,1884.3010073839855,0.8041522812045535,224.9036614790688,0.9107852020350872,3.0567184581280467,27.863583337423186,3.0605657361773235,1.3931791668711595,226.35650829760044,1898.4482891525856
8,28.071440542269062,1.4035720271134533,280.7144054226906,1870.2445285415438,0.7957769130206817,223.38604298770483,0.9059166467503914,3.051646234260645,27.967794998004823,3.0567184581280467,1.3983897499002413,224.9036614790688,1884.3010073839855
9,28.174445180215763,1.4087222590107882,281.74445180215764,1856.2829008548122,0.7872596174451543,221.80602934306134,0.9007227411196912,3.0452836190700494,28.071440542269062,3.051646234260645,1.4035720271134533,223.38604298770483,1870.2445285415438
10,28.276730265219467,1.4138365132609734,282.76730265219464,1842.4200240208709,0.7786128338104148,220.16625082695248,0.8951904304591106,3.037567000571757,28.174445180215763,3.0452836190700494,1.4087222590107882,221.80602934306134,1856.2829008548122
0,10.08402477917953,0.5042012389589765,100.84024779179529,9987.473797265626,1,100.84024779179529,0.9756618367470108,1.1806317765428003,10.04192438,1.1757026856224495,0.5020962187500001,100.4192438,9993.75
1,10.126301687778518,0.5063150843889259,101.26301687778519,9981.171282,1,101.26301687778519,0.9756618367470108,1.1855815324982812,10.08402477917953,1.1806317765428003,0.5042012389589765,100.84024779179529,9987.473797265626
2,10.168755840785353,0.5084377920392676,101.68755840785353,9974.842343223778,1,101.68755840785353,0.9756618367470108,1.190552040126304,10.126301687778518,1.1855815324982812,0.5063150843889259,101.26301687778519,9981.171282
3,10.211387981290793,0.5105693990645397,102.11387981290792,9968.486870823286,1,102.11387981290792,0.9756618367470108,1.1955433864275031,10.168755840785353,1.190552040126304,0.5084377920392676,101.68755840785353,9974.842343223778
4,10.254198855500977,0.5127099427750489,102.54198855500977,9962.104753,1,102.54198855500977,0.9756618367470108,1.2005556587672617,10.211387981290793,1.1955433864275031,0.5105693990645397,102.11387981290792,9968.486870823286
5,10.29718921275049,0.5148594606375245,102.9718921275049,9955.695879,1,102.9718921275049,0.9756618367470108,1.2055889448772381,10.254198855500977,1.2005556587672617,0.5127099427750489,102.54198855500977,9962.104753
6,10.340359805515472,0.5170179902757737,103.40359805515473,9949.260135792321,1,103.40359805515473,0.9756618367470108,1.2106433328569026,10.29718921275049,1.2055889448772381,0.5148594606375245,102.9718921275049,9955.695879
7,10.383711389426793,0.5191855694713396,103.83711389426793,9942.797410913874,1,103.83711389426793,0.9756618367470108,1.2157189111750801,10.340359805515472,1.2106433328569026,0.5170179902757737,103.40359805515473,9949.260135792321
8,10.427244723283277,0.5213622361641639,104.27244723283277,9936.307591295483,1,104.27244723283277,0.9756618367470108,1.2208157686714964,10.383711389426793,1.2157189111750801,0.5191855694713396,103.83711389426793,9942.797410913874
9,10.470960569064985,0.5235480284532493,104.70960569064985,9929.790563343431,1,104.70960569064985,0.9756618367470108,1.225933994558336,10.427244723283277,1.2208157686714964,0.5213622361641639,104.27244723283277,9936.307591295483
10,10.514859691946553,0.5257429845973277,105.14859691946553,9923.246212987766,1,105.14859691946553,0.9756618367470108,1.2310736784218017,10.470960569064985,1.225933994558336,0.5235480284532493,104.70960569064985,9929.790563343431
0,27.395356417851403,1.3697678208925703,273.95356417851406,9975.88675,0.9999999997572773,273.9535641120193,0.9756618367067571,3.2074324511852574,27.433,1.1757026856224495,1.778,285.812,9993.75
1,27.510210457244696,1.3755105228622349,275.10210457244693,9958.764652242999,0.9999999997180962,275.1021044948946,0.9756618367002592,3.2208794955271243,27.395356417851403,3.2074324511852574,1.3697678208925703,273.9535641120193,9975.88675
2,27.625546018036253,1.3812773009018127,276.25546018036255,9941.570770712067,0.9999999996727948,276.2554600899703,0.9756618366927464,3.2343829161116684,27.510210457244696,3.2208794955271243,1.3755105228622349,275.1021044948946,9958.764652242999
3,27.74136511898687,1.3870682559493437,277.4136511898687,9924.304804456444,1,277.4136510845764,0.9756618366840655,3.2479429492936798,27.625546018036253,3.2343829161116684,1.3812773009018127,276.2554600899703,9941.570770712067
4,27.85766978732089,1.3928834893660447,278.5766978732089,9906.966451263657,1,278.57669775063624,0.9756618366740409,3.2615598324187727,27.74136511898687,3.2479429492936798,1.3870682559493437,277.4136510845764,9924.304804456444
5,27.974462058761688,1.3987231029380844,279.74462058761685,9889.555407654243,0.999999999,279.7446204450159,0.9756618366624722,3.275233803827528,27.85766978732089,3.2615598324187727,1.3928834893660447,278.57669775063624,9906.966451263657
6,28.09174397756728,1.404587198878364,280.9174397756728,9872.071369,0.9999999994097912,280.9174396098729,0.9756618366491295,3.288965103,27.974462058761688,3.275233803827528,1.3987231029380844,279.7446204450159,9889.555407654243
7,28.20951759656611,1.4104758798283055,282.0951759656611,9854.514028900812,0.9999999993170561,282.0951757730059,0.9756618366337501,3.3027539698581334,28.09174397756728,3.288965103,1.404587198878364,280.9174396098729,9872.071369
8,28.327784977192973,1.4163892488596488,283.2778497719297,9836.88308,0.9999999992102315,283.2778495482058,0.975661837,3.3166006461734634,28.20951759656611,3.3027539698581334,1.4104758798283055,282.0951757730059,9854.514028900812
9,28.446548189525085,1.4223274094762544,284.46548189525083,9819.178214818237,0.9999999990872517,284.46548163560544,0.9756618365956389,3.3305053741678066,28.327784977192973,3.3166006461734634,1.4163892488596488,283.2778495482058,9836.88308
10,28.565809312318308,1.4282904656159154,285.6580931231831,9801.399122216011,0.9999999989457593,285.6580928220307,0.9756618365721735,3.344468397219237,28.446548189525085,3.3305053741678066,1.4223274094762544,284.46548163560544,9819.178214818237
0,9.994780792851405,0.49973903964257027,99.94780792851404,9985.582688,1,99.94780792851404,0.9756618367470108,1.1701831423484577,10.04192438,1.1757026856224495,1.93,130.677,9993.75
1,10.036683549270522,0.5018341774635261,100.36683549270522,9979.335949504468,1,100.36683549270522,0.9756618367470108,1.1750890927835742,9.994780792851405,1.1701831423484577,0.49973903964257027,99.94780792851404,9985.582688
2,10.078761981478026,0.5039380990739013,100.78761981478026,9973.063022286175,1,100.78761981478026,0.9756618367470108,1.180015611238175,10.036683549270522,1.1750890927835742,0.5018341774635261,100.36683549270522,9979.335949504468
3,10.121016825988294,0.5060508412994147,101.21016825988293,9966.763796047751,1,101.21016825988293,0.9756618367470108,1.1849627839429369,10.078761981478026,1.180015611238175,0.5039380990739013,100.78761981478026,9973.063022286175
4,10.163448822403513,0.5081724411201757,101.63448822403512,9960.438160531508,1,101.63448822403512,0.9756618367470108,1.1899306974900545,10.121016825988294,1.1849627839429369,0.5060508412994147,101.21016825988293,9966.763796047751
5,10.20605871342663,0.5103029356713316,102.0605871342663,9954.086005017507,1,102.0605871342663,0.9756618367470108,1.194919438834759,10.163448822403513,1.1899306974900545,0.5081724411201757,101.63448822403512,9960.438160531508
6,10.248847244874344,0.5124423622437172,102.48847244874344,9947.707218321615,1,102.48847244874344,0.9756618367470108,1.1999290952968373,10.20605871342663,1.194919438834759,0.5103029356713316,102.0605871342663,9954.086005017507
7,10.291815165690164,0.5145907582845082,102.91815165690164,9941.301688793568,1,102.91815165690164,0.9756618367470108,1.2049597545621606,10.248847244874344,1.1999290952968373,0.5124423622437172,102.48847244874344,9947.707218321615
8,10.334963227957516,0.5167481613978758,103.34963227957516,9934.869304315012,1,103.34963227957516,0.9756618367470108,1.2100115046842215,10.291815165690164,1.2049597545621606,0.5145907582845082,102.91815165690164,9941.301688793568
9,10.378292186912912,0.5189146093456456,103.78292186912913,9928.409952,1,103.78292186912913,0.9756618367470108,1.2150844340856723,10.334963227957516,1.2100115046842215,0.5167481613978758,103.34963227957516,9934.869304315012
10,10.421802800959163,0.5210901400479582,104.21802800959163,9921.923519680719,1,104.21802800959163,0.9756618367470108,1.220178631559875,10.378292186912912,1.2150844340856723,0.5189146093456456,103.78292186912913,9928.409952
0,10.067674375000001,0.5033837187500001,100.67674375000001,9988.771563,1,100.67674375000001,0.9756618367470108,1.1787174806979976,10.04192438,2.35,1.938,79.655,9993.75
1,10.10988273512175,0.5054941367560876,101.09882735121751,9982.479266015625,1,101.09882735121751,0.9756618367470108,1.1836592110374935,10.067674375000001,1.1787174806979976,0.5033837187500001,100.67674375000001,9988.771563
2,10.152268052264338,0.507613403,101.52268052264338,9976.160589306175,1,101.52268052264338,0.9756618367470108,1.1886216594024266,10.10988273512175,1.1836592110374935,0.5054941367560876,101.09882735121751,9982.479266015625
3,10.194831068313663,0.5097415534156832,101.94831068313663,9969.815422,1,101.94831068313663,0.9756618367470108,1.1936049126523678,10.152268052264338,1.1886216594024266,0.507613403,101.52268052264338,9976.160589306175
